dataset,model,source_label,feature_name,trial_type,alpha_aug,alpha_mix_json,recdim,seed,trial_idx,lr,decay,topks,final_epoch,final_loss,training_time_seconds,precision@100,recall@100,ndcg@100
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2221,1,0.1,0.01,[100],40,0.415,28.1503284269711,0.14214334,0.2104973,0.22918445
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2222,2,0.1,0.01,[100],40,0.429,21.972956603043713,0.12503684,0.18275495,0.19722032
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2223,3,0.1,0.01,[100],40,0.413,22.29956764902454,0.14185532,0.20937583,0.2285842
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2224,4,0.1,0.01,[100],40,0.426,22.834479312994517,0.12468185,0.17113046,0.19272621
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2225,5,0.1,0.01,[100],40,0.414,22.249066254938953,0.14210985,0.20947589,0.22918092
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2226,6,0.1,0.01,[100],40,0.428,22.111571574001573,0.12080375,0.17219615,0.18366497
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2227,7,0.1,0.01,[100],40,0.413,23.709150413051248,0.14265238,0.21194819,0.22958334
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2228,8,0.1,0.01,[100],40,0.427,21.92688896798063,0.11758205,0.1641389,0.17746227
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2229,9,0.1,0.01,[100],40,0.414,22.214395748917013,0.1422706,0.21057343,0.22966427
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2230,10,0.1,0.01,[100],40,0.414,22.74945719598327,0.14195579,0.21065251,0.22974859
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2231,11,0.1,0.01,[100],40,0.414,22.587315716897137,0.14309444,0.21299179,0.2310199
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2232,12,0.1,0.01,[100],40,0.415,22.039239697973244,0.14283992,0.21195128,0.23007403
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2233,13,0.1,0.01,[100],40,0.414,22.95398622599896,0.14200268,0.209998,0.23032808
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2234,14,0.1,0.01,[100],40,0.416,22.09549356298521,0.1409645,0.20685229,0.22940912
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2235,15,0.1,0.01,[100],40,0.426,22.373719177907333,0.13880107,0.20464565,0.22244011
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2236,16,0.1,0.01,[100],40,0.429,23.024216032004915,0.1258004,0.18427951,0.1995955
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2237,17,0.1,0.01,[100],40,0.415,22.489856129977852,0.13989953,0.20667062,0.22689564
lastfm-asia,lgn,17,Country,proportional,1.0,"{""0"": 0.3749557835160948, ""10"": 0.4474708171206226, ""3"": 0.17757339936328262}",2,2238,18,0.1,0.01,[100],40,0.426,22.30852328403853,0.12089752,0.16523356,0.18465562
