dataset,model,source_label,feature_name,trial_type,alpha_aug,alpha_mix_json,recdim,seed,trial_idx,lr,decay,topks,final_epoch,final_loss,training_time_seconds,precision@20,recall@20,ndcg@20
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2221,1,0.1,0.01,[20],40,0.347,25.76894589792937,0.17490458,0.11882322,0.21349631
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2222,2,0.1,0.01,[20],40,0.326,14.829197292914614,0.18473282,0.12531355,0.22769499
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2223,3,0.1,0.01,[20],40,0.347,14.156907447846606,0.17483302,0.11895328,0.21692055
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2224,4,0.1,0.01,[20],40,0.363,14.169604107970372,0.1545563,0.09949915,0.18191888
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2225,5,0.1,0.01,[20],40,0.341,13.992404666962102,0.1771708,0.11800381,0.21416052
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2226,6,0.1,0.01,[20],40,0.335,13.874705793103203,0.17674141,0.11955427,0.2137675
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2227,7,0.1,0.01,[20],40,0.349,14.121312763076276,0.16886927,0.11296973,0.20866281
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2228,8,0.1,0.01,[20],40,0.387,13.759209504816681,0.13320611,0.08784181,0.15993855
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2229,9,0.1,0.01,[20],40,0.353,13.87703727488406,0.17228053,0.11110738,0.20625079
ml-1m,mf,25,Age,proportional,1.0,"{""1"": 0.05628803245436106, ""18"": 0.27966531440162273, ""35"": 0.3024847870182556, ""45"": 0.1394523326572008, ""50"": 0.1257606490872211, ""56"": 0.09634888438133875}",2,2230,10,0.1,0.01,[20],40,0.347,13.850612794049084,0.1769084,0.11601089,0.21368716
