dataset,model,source_label,feature_name,trial_type,alpha_aug,alpha_mix_json,recdim,seed,trial_idx,lr,decay,topks,final_epoch,final_loss,training_time_seconds,precision@100,recall@100,ndcg@100
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2221,1,0.1,0.01,[100],40,0.397,24.299074882874265,0.17957312,0.23968061,0.28016373
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2222,2,0.1,0.01,[100],40,0.395,22.048140867147595,0.18159684,0.24245857,0.2856188
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2223,3,0.1,0.01,[100],40,0.396,21.66013678186573,0.18042688,0.24185626,0.28329105
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2224,4,0.1,0.01,[100],40,0.396,21.035212110960856,0.18163636,0.24110913,0.28450674
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2225,5,0.1,0.01,[100],40,0.395,20.51429571211338,0.18221344,0.24278609,0.28821109
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2226,6,0.1,0.01,[100],40,0.394,21.865379926981404,0.18321739,0.24511835,0.28989456
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2227,7,0.1,0.01,[100],40,0.407,21.542541299946606,0.16547826,0.22293252,0.2540348
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2228,8,0.1,0.01,[100],40,0.403,21.32777733495459,0.18113043,0.24321299,0.28515321
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2229,9,0.1,0.01,[100],40,0.395,21.71118565602228,0.1823004,0.24258674,0.28670849
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2230,10,0.1,0.01,[100],40,0.416,21.57862913189456,0.16442688,0.21764186,0.24968533
lastfm-asia,mf,10,Country,proportional,1.0,"{""0"": 0.3469721767594108, ""17"": 0.48870703764320783, ""3"": 0.16432078559738134}",2,2231,11,0.1,0.01,[100],40,0.394,22.01955485297367,0.1827668,0.24483743,0.28896008
