dataset,model,source_label,feature_name,trial_type,alpha_aug,alpha_mix_json,recdim,seed,trial_idx,lr,decay,topks,final_epoch,final_loss,training_time_seconds,precision@100,recall@100,ndcg@100
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2221,1,0.1,0.01,[100],40,0.397,37.810682222945616,0.17333962,0.17544336,0.23184598
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2222,2,0.1,0.01,[100],40,0.395,23.80363312200643,0.17524528,0.17748609,0.23363529
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2223,3,0.1,0.01,[100],40,0.396,20.83383424091153,0.16883962,0.16847963,0.22269584
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2224,4,0.1,0.01,[100],40,0.396,21.71221250994131,0.17490566,0.17572496,0.23451916
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2225,5,0.1,0.01,[100],40,0.395,20.65592672303319,0.17437736,0.17640299,0.23534846
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2226,6,0.1,0.01,[100],40,0.394,21.338933028979227,0.17383962,0.17613955,0.23212526
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2227,7,0.1,0.01,[100],40,0.407,21.844399455934763,0.18233019,0.17968707,0.23378179
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2228,8,0.1,0.01,[100],40,0.403,20.642347287153825,0.17556604,0.17657283,0.23657603
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2229,9,0.1,0.01,[100],40,0.395,20.819984373170882,0.17534906,0.17811423,0.23581218
lastfm-asia,mf,0,Country,proportional,1.0,"{""10"": 0.3880368098159509, ""17"": 0.4579754601226994, ""3"": 0.1539877300613497}",2,2230,10,0.1,0.01,[100],40,0.416,21.259574498981237,0.17445283,0.17379997,0.22823452
