dataset,model,source_label,feature_name,trial_type,alpha_aug,alpha_mix_json,recdim,seed,trial_idx,lr,decay,topks,final_epoch,final_loss,training_time_seconds,precision@20,recall@20,ndcg@20
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2221,1,0.1,0.01,[20],40,0.347,14.442918117856607,0.16291931,0.12746687,0.20720926
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2222,2,0.1,0.01,[20],40,0.326,12.996979422168806,0.17012693,0.13364051,0.21781437
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2223,3,0.1,0.01,[20],40,0.347,12.829708392964676,0.16183137,0.1224683,0.20638272
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2224,4,0.1,0.01,[20],40,0.363,12.718190060928464,0.143835,0.10442279,0.17464533
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2225,5,0.1,0.01,[20],40,0.341,13.02041622903198,0.16155938,0.11908741,0.19995269
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2226,6,0.1,0.01,[20],40,0.335,13.715339496964589,0.16346328,0.12525588,0.20534698
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2227,7,0.1,0.01,[20],40,0.349,12.930189056089148,0.15543971,0.11711651,0.19477014
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2228,8,0.1,0.01,[20],40,0.387,12.83889461797662,0.1181777,0.08987234,0.14827774
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2229,9,0.1,0.01,[20],40,0.353,12.850208474788815,0.15802357,0.11693804,0.19647077
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2230,10,0.1,0.01,[20],40,0.347,12.598785936133936,0.16591115,0.12557268,0.20539911
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2231,11,0.1,0.01,[20],40,0.344,13.438655257923529,0.1587942,0.11588905,0.19699423
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2232,12,0.1,0.01,[20],40,0.348,12.773731056135148,0.16024479,0.1200163,0.20462027
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2233,13,0.1,0.01,[20],40,0.342,12.596179583109915,0.16663645,0.12746368,0.21050388
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2234,14,0.1,0.01,[20],40,0.345,12.601710697868839,0.16341795,0.11842425,0.19604727
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2235,15,0.1,0.01,[20],40,0.342,12.678140424890444,0.16251133,0.12173042,0.20247164
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2236,16,0.1,0.01,[20],40,0.341,13.430633880896494,0.16400725,0.12609758,0.19985406
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2237,17,0.1,0.01,[20],40,0.34,12.673449506983161,0.16446056,0.12374388,0.19902311
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2238,18,0.1,0.01,[20],40,0.345,12.80201382492669,0.16065277,0.12268171,0.20306262
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2239,19,0.1,0.01,[20],40,0.335,12.570541018852964,0.1712602,0.13135543,0.21568657
ml-1m,mf,18,Age,proportional,1.0,"{""1"": 0.044966578894065225, ""25"": 0.42454932145027346, ""35"": 0.24164472351630545, ""45"": 0.11140368644926069, ""50"": 0.10046586996151509, ""56"": 0.07696981972858011}",2,2240,20,0.1,0.01,[20],40,0.344,12.844356939895079,0.16323663,0.12522982,0.20192545
ml-1m,mf,18,Age,stratified,1.0,"{""1"": 0.16666666666666666, ""25"": 0.16666666666666666, ""35"": 0.16666666666666666, ""45"": 0.16666666666666666, ""50"": 0.16666666666666666, ""56"": 0.16666666666666666}",2,2221,1,0.1,0.01,[20],40,0.353,13.014100015861914,0.15240254,0.11832578,0.19595772
ml-1m,mf,18,Age,stratified,1.0,"{""1"": 0.16666666666666666, ""25"": 0.16666666666666666, ""35"": 0.16666666666666666, ""45"": 0.16666666666666666, ""50"": 0.16666666666666666, ""56"": 0.16666666666666666}",2,2222,2,0.1,0.01,[20],40,0.325,12.714091934962198,0.16622847,0.12832318,0.21151898
ml-1m,mf,18,Age,stratified,1.0,"{""1"": 0.16666666666666666, ""25"": 0.16666666666666666, ""35"": 0.16666666666666666, ""45"": 0.16666666666666666, ""50"": 0.16666666666666666, ""56"": 0.16666666666666666}",2,2223,3,0.1,0.01,[20],40,0.363,12.850936023984104,0.14356301,0.10743178,0.17891093
ml-1m,mf,18,Age,stratified,1.0,"{""1"": 0.16666666666666666, ""25"": 0.16666666666666666, ""35"": 0.16666666666666666, ""45"": 0.16666666666666666, ""50"": 0.16666666666666666, ""56"": 0.16666666666666666}",2,2224,4,0.1,0.01,[20],40,0.358,12.756634341087192,0.15040798,0.11115365,0.18177755
ml-1m,mf,18,Age,stratified,1.0,"{""1"": 0.16666666666666666, ""25"": 0.16666666666666666, ""35"": 0.16666666666666666, ""45"": 0.16666666666666666, ""50"": 0.16666666666666666, ""56"": 0.16666666666666666}",2,2225,5,0.1,0.01,[20],40,0.354,12.7807062540669,0.1587942,0.12025309,0.19909133
