dataset,model,source_label,feature_name,trial_type,alpha_aug,alpha_mix_json,recdim,seed,trial_idx,lr,decay,topks,final_epoch,final_loss,training_time_seconds,precision@20,recall@20,ndcg@20
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2221,1,0.1,0.001,[20],40,0.283,15.941489334101789,0.09026316,0.10773756,0.12600122
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2222,2,0.1,0.001,[20],40,0.287,13.706382847041823,0.08934211,0.10511653,0.12874104
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2223,3,0.1,0.001,[20],40,0.292,14.208151379949413,0.08855263,0.10767497,0.12201322
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2224,4,0.1,0.001,[20],40,0.31,13.697544198017567,0.08184211,0.10025639,0.11642588
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2225,5,0.1,0.001,[20],40,0.277,13.766905791009776,0.10460526,0.12149229,0.14388416
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2226,6,0.1,0.001,[20],40,0.295,14.134440996916965,0.08328947,0.10136816,0.11613292
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2227,7,0.1,0.001,[20],40,0.312,14.150185622042045,0.08131579,0.10043499,0.11663647
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2228,8,0.1,0.001,[20],40,0.29,13.868529542000033,0.08907895,0.10731444,0.12517972
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2229,9,0.1,0.001,[20],40,0.289,13.77402711007744,0.08763158,0.10670817,0.12309687
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2230,10,0.1,0.001,[20],40,0.28,13.709945010021329,0.09421053,0.10889509,0.13284446
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2231,11,0.1,0.001,[20],40,0.279,14.235953203053214,0.10381579,0.11791444,0.14337795
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2232,12,0.1,0.001,[20],40,0.288,13.830427185981534,0.08868421,0.11093628,0.13065747
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2233,13,0.1,0.001,[20],40,0.304,13.916653260937892,0.08355263,0.10168843,0.11809572
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2234,14,0.1,0.001,[20],40,0.297,13.71011381992139,0.08605263,0.10351037,0.120785
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2235,15,0.1,0.001,[20],40,0.284,13.724885987932794,0.09026316,0.1108229,0.1295514
ml-1m,lgn,56,Age,proportional,1.0,"{""1"": 0.0392226148409894, ""18"": 0.19487632508833921, ""25"": 0.37031802120141344, ""35"": 0.2107773851590106, ""45"": 0.09717314487632508, ""50"": 0.08763250883392226}",2,2236,16,0.1,0.001,[20],40,0.305,14.138650938984938,0.08289474,0.10090556,0.11665382
